number-1,number-2,log-likelyhood-score,source,log-likelyhood-score-scaled
1.1775014182544536,1.1989296902427926,1.37499346219924,week-x,10.0
1.1775014182544536,1.1989296902427926,0.9317449778876497,week-x,6.7763593319008635
0.7026365569244406,0.9265641975455574,0.6112052157614438,file,4.445149977541338
0.715,0.95,0.5976293971773099,week-8,4.3464162820194705
0.691873,0.263356,0.5960813635984847,week-4,4.335157802460236
0.721765,0.565232,0.570095676491088,week-11,4.1461700885417
0.72,0.95,0.565857330050682,week-9,4.1153456042301375
0.6657995800131589,0.12396912767534907,0.5389961189269181,file,3.919990412643986
0.722766,0.839711,0.5338269840060812,week-3,3.8823965253787396
0.658567,0.384858,0.4902737196519932,week-10,3.565644005810926
0.010279945697076619,0.7137813642677312,0.4901656549411154,week-x,3.5648580769039993
0.8777909889953304,0.7786275008473289,0.42058623962798264,file,3.058823559460959
0.8452754286767249,0.7111202665952655,0.293992912410866,file,2.1381404384326137
0.4381660616117107,0.6850182567997548,0.24461934400448035,file,1.7790582335804184
0.45464714105124415,0.2904551797740609,0.2149645101004509,file,1.5633856888062936
0.616162,1.0,0.18011924802681153,week-2,1.3099643960395198
0.818182,0.939394,0.051646432712366415,week-1,0.3756122056737658
1.077791,0.61799,0.04170782561126679,week-7,0.3033310830769843
0.34174959302885033,0.028697719822277867,0.0387490151561584,file,0.2818123592688296
0.5777128444074784,0.7719731841154063,0.023105549798190586,file,0.16804116116475423
0.977791,0.26196,0.021320835230587712,week-6,0.1550613571390078
0.790304,0.104833,0.01686172630224915,week-5,0.12263131982663816
1.1775014182544536,1.1989296902427926,0.0013771325748479077,week-x,0.01001555725687049
1.1775014182544536,1.1989296902427926,0.0006420317754836322,week-x,0.004669344205147939
1.1775014182544536,1.1989296902427926,0.00017306941770412008,week-x,0.0012586926589985626
1.1775014182544536,1.1989296902427926,7.636289848552227e-05,week-x,0.0005553691750896275
1.1775014182544536,1.1989296902427926,1.8784249606651315e-05,week-x,0.00013661337397638792
1.1775014182544536,1.1989296902427926,1.832118867976699e-06,week-x,1.3324564213173115e-05
0.33864815688701766,0.21386724563864368,-0.013857618149729824,file,-0.10078315665272466
0.043206,1.099323,-0.0410652057185971,week-12,-0.29865746163560053
0.14269907423594608,0.34900513057320015,-0.06562362443733738,file,-0.4772649924631304
