number-1,number-2,log-likelyhood-score,source,log-likelyhood-score-scaled
0.7217653327030522,0.5652315394242804,2.267184858035005,week-x,10.0
0.7246066141192326,0.5638673341677097,2.0763122476379308,week-x,9.158107422424717
0.7246066141192326,0.5638673341677097,1.8859326559921221,week-x,8.318389430435246
0.6819873928765272,0.3824280350438048,0.9995760574949768,week-x,4.408886438846988
0.7246066141192326,0.5679599499374218,0.6831027426685435,week-x,3.012999757155208
0.7026365569244406,0.9265641975455574,0.6112052157614438,file,2.6958772840922305
0.715,0.95,0.5976293971773099,week-8,2.6359976561209133
0.691873,0.263356,0.5960813635984847,week-4,2.62916965718938
0.72,0.95,0.565857330050682,week-9,2.495858809418465
0.6657995800131589,0.12396912767534907,0.5389961189269181,file,2.3773805519946536
0.722766,0.839711,0.5338269840060812,week-3,2.354580757339545
0.658567,0.384858,0.4902737196519932,week-10,2.1624779202032913
0.8777909889953304,0.7786275008473289,0.42058623962798264,file,1.8551034254547267
0.8452754286767249,0.7111202665952655,0.293992912410866,file,1.2967311040780019
0.4381660616117107,0.6850182567997548,0.24461934400448035,file,1.0789563239077677
0.45464714105124415,0.2904551797740609,0.2149645101004509,file,0.9481560770777336
0.7246066141192326,0.5638673341677097,0.20521402102598968,week-x,0.9051490455165222
0.616162,1.0,0.18011924802681153,week-2,0.7944621162604399
0.7246066141192326,0.5638673341677097,0.13404234116073827,week-x,0.5912281068995595
0.7246066141192326,0.5638673341677097,0.12870902517523394,week-x,0.567704149571586
0.818182,0.939394,0.051646432712366415,week-1,0.22779983083130223
1.077791,0.61799,0.04170782561126679,week-7,0.18396305649030947
0.34174959302885033,0.028697719822277867,0.0387490151561584,file,0.17091246449900258
0.5777128444074784,0.7719731841154063,0.023105549798190586,file,0.10191295039883262
0.977791,0.26196,0.021320835230587712,week-6,0.09404100929408431
0.790304,0.104833,0.01686172630224915,week-5,0.07437296629117134
0.7246066141192326,0.5638673341677097,0.012871612897130433,week-x,0.056773548268518374
0.33864815688701766,0.21386724563864368,-0.013857618149729824,file,-0.06112257719355262
0.14269907423594608,0.34900513057320015,-0.06562362443733738,file,-0.2894498179306566
