compound-1,compound-2,compound-3,trans-side-effect,source,trans-side-effect-scaled
1.260565399387123,0.011340441532217898,1.2778145269607752,1.4094268450299607,week-x,10.0
1.260565399387123,0.011340441532217898,1.2778145269607752,0.5998958383579903,week-x,4.2563105738576885
1.260565399387123,0.011340441532217898,1.2778145269607752,0.09930596990187396,week-x,0.7045840672898704
1.260565399387123,0.011340441532217898,1.2778145269607752,0.07941099044525951,week-x,0.5634275430845185
1.260565399387123,0.011340441532217898,1.2778145269607752,0.03800592913203478,week-x,0.2696552096056243
1.260565399387123,0.011340441532217898,1.2778145269607752,0.029097644482211832,week-x,0.2064501934585565
0.4489,0.470829,0.414315,-0.02040441290319508,week-4,-0.1447709966299197
0.45,0.47,0.4,-0.029031619136784075,week-9,-0.20598173817362575
0.303031,0.242424,0.474748,-0.030680318237259866,week-2,-0.21767939460957042
0.49258141463713434,0.6115931882759961,0.3401763860035727,-0.034835313350078584,file,-0.24715942847915656
0.6000972824185008,0.7251357252228826,0.06608864149534865,-0.036377828071632486,file,-0.25810369796709237
0.394576,0.615328,0.367214,-0.037692123265023345,week-8,-0.2674287310330187
0.2205493370831766,0.2978252442230862,0.34355534441672586,-0.04694740582651916,file,-0.33309572605395626
0.13462166632061112,0.2199172404897456,0.45820621964922703,-0.04800758439218157,file,-0.34061778063522735
0.263346,0.138532,0.363743,-0.048179209676502605,week-3,-0.34183547621784116
0.9659948489488087,0.8611196897300882,0.5668291312870885,-0.05675837155397648,file,-0.40270533908249734
0.2421144606124933,0.6440742697791076,0.27243280919945523,-0.08796286022736445,file,-0.6241037662759615
0.17047699396968063,0.697032400686134,0.14916943370830027,-0.09418956091057398,file,-0.6682827224606451
0.6660136587669346,0.6719851513369297,0.2462952966705313,-0.10596503573558178,file,-0.7518306899662411
0.3455232705197697,0.9413598305723256,0.2693634790694064,-0.11062091307282658,file,-0.7848645246321747
0.464647,0.666667,0.171718,-0.11118571432117087,week-1,-0.7888718361881872
0.5349057202251034,0.39850091536763166,0.17338872894567725,-0.111414654295324,file,-0.7904961842340644
0.1715252068810621,0.3439168702758373,0.2487372010692387,-0.11212220046256897,file,-0.7955162827921414
0.6455028351793182,0.3971429395797703,0.9197713377032198,-0.11386851478863991,file,-0.8079065273247251
0.357938,0.038532,0.517008,-0.1175388643248932,week-5,-0.833947960757017
0.046808949722497384,0.2313602407834674,0.7706175921643,-0.11804825644688696,file,-0.8375621399802241
0.137356,0.196578,0.292441,-0.12635616438454833,week-7,-0.8965074337140381
0.7469119451655177,0.28419630922573424,0.22629985488752546,-0.13146060864136055,file,-0.9327238877628022
1.063348,1.133355,0.01,-0.1383251424785816,week-11,-0.9814283229126459
0.11613,0.051462,0.314168,-0.1482910205289665,week-6,-1.05213705168085
0.151836632374168,0.43999061896644376,0.990881866558951,-0.3989255131463011,file,-2.83040949981211
1.163162,1.215793,1.184747,-0.45395156724018193,week-12,-3.2208239032834096
0.476973,1.036177,1.08545,-0.751389275062385,week-10,-5.331169033086016
