compound-1,compound-2,compound-3,trans-side-effect,source,trans-side-effect-scaled
1.063348245317358,1.133354501253133,0.01,1.8733140313793277,week-x,10.0
1.063348245317358,1.133354501253133,0.01,1.2533221286619234,week-x,6.690400582432503
0.3381788502998804,0.3882148320802005,0.45779047619047625,0.4060263921231886,week-x,2.167423001813689
1.063348245317358,1.133354501253133,0.01,0.34461603517457373,week-x,1.839606330823411
1.063348245317358,1.133354501253133,0.01,0.18038204075612946,week-x,0.9629033773014208
1.063348245317358,1.133354501253133,0.01,0.14289212827140502,week-x,0.762777227298047
0.4489,0.470829,0.414315,-0.02040441290319508,week-4,-0.10892147585192238
0.45,0.47,0.4,-0.029031619136784075,week-9,-0.15497465267693528
0.303031,0.242424,0.474748,-0.030680318237259866,week-2,-0.16377562823607228
0.49258141463713434,0.6115931882759961,0.3401763860035727,-0.034835313350078584,file,-0.18595554598194738
0.6000972824185008,0.7251357252228826,0.06608864149534865,-0.036377828071632486,file,-0.19418969517271678
0.394576,0.615328,0.367214,-0.037692123265023345,week-8,-0.20120557810198272
0.2205493370831766,0.2978252442230862,0.34355534441672586,-0.04694740582651916,file,-0.2506115100838252
0.13462166632061112,0.2199172404897456,0.45820621964922703,-0.04800758439218157,file,-0.2562708845821937
0.263346,0.138532,0.363743,-0.048179209676502605,week-3,-0.25718704322642627
0.9659948489488087,0.8611196897300882,0.5668291312870885,-0.05675837155397648,file,-0.30298375287449847
0.2421144606124933,0.6440742697791076,0.27243280919945523,-0.08796286022736445,file,-0.4695574727671104
0.17047699396968063,0.697032400686134,0.14916943370830027,-0.09418956091057398,file,-0.5027964309925222
0.6660136587669346,0.6719851513369297,0.2462952966705313,-0.10596503573558178,file,-0.5656554852021225
0.3455232705197697,0.9413598305723256,0.2693634790694064,-0.11062091307282658,file,-0.5905091790263056
0.464647,0.666667,0.171718,-0.11118571432117087,week-1,-0.5935241633742765
0.5349057202251034,0.39850091536763166,0.17338872894567725,-0.111414654295324,file,-0.5947462754725058
0.1715252068810621,0.3439168702758373,0.2487372010692387,-0.11212220046256897,file,-0.5985232512245318
0.6455028351793182,0.3971429395797703,0.9197713377032198,-0.11386851478863991,file,-0.6078453098693661
0.357938,0.038532,0.517008,-0.1175388643248932,week-5,-0.6274381249274523
0.046808949722497384,0.2313602407834674,0.7706175921643,-0.11804825644688696,file,-0.6301573279732903
0.137356,0.196578,0.292441,-0.12635616438454833,week-7,-0.6745060479342688
0.7469119451655177,0.28419630922573424,0.22629985488752546,-0.13146060864136055,file,-0.7017542517661368
0.11613,0.051462,0.314168,-0.1482910205289665,week-6,-0.7915972338059054
0.151836632374168,0.43999061896644376,0.990881866558951,-0.3989255131463011,file,-2.1295175633343804
0.476973,1.036177,1.08545,-0.751389275062385,week-10,-4.011016105554574
