hype-para-1,hype-para-2,hype-para-3,hype-para-4,hype-para-5,hype-para-6,score,source,score-scaled
0.1701672149285107,0.03237221842852421,0.33095432801785507,0.2726009261576275,0.031284082758353746,1.076437625871172,3.3815553506509746,week-x,10.0
0.1701672149285107,0.03237221842852421,0.33095432801785507,0.2726009261576275,0.031284082758353746,1.076437625871172,2.693228737527941,week-x,7.964467407015752
0.038479,0.518839,0.311248,0.237261,0.417124,0.684376,1.415182353706698,week-3,4.185004256796402
0.057895541971385245,0.49167221863901367,0.24742222374867484,0.21811843639837636,0.42042832954601583,0.7309698428701273,1.3649683044991994,file,4.03651031244079
0.0,0.5,0.214286,0.214286,0.428572,0.714286,1.181422704250112,week-1,3.49372576149812
0.067812,0.504863,0.287394,0.230127,0.473182,0.728104,1.1241859989248546,week-8,3.324464284485068
0.060606,0.484848,0.242424,0.181818,0.484848,0.727273,0.9769171261966855,week-2,2.8889579642948076
0.056006,0.25269,0.914472,0.121294,0.362425,1.007224,0.9161953953665816,week-7,2.70939050336765
0.049863,0.526174,0.301564,0.217309,0.491237,0.791235,0.8608279363272374,week-9,2.54565679713485
0.8816467367680777,0.20445018835916196,0.41447435851921566,0.4203846784242615,0.26491501481740265,0.7306601868760868,0.6751416308956351,file,1.9965417119837037
0.14864702139126218,0.03394336343938997,0.7288056495692345,0.3160664556651587,0.021769382750669197,0.516917757345384,0.6115255284647864,file,1.8084149601367996
0.2726238220336933,0.3244953623087271,0.8971088103082926,0.8329511521103058,0.1540626853924547,0.7958636234722036,0.6044326958745716,file,1.7874399002761074
0.5430025769847714,0.9246939036961066,0.3415674591580987,0.6464858491139559,0.7184403268342174,0.343132663729359,0.5627530668655433,file,1.664184106160525
0.06661051056630118,0.5280450659529847,0.8160951953117404,0.9610171372277223,0.08650933371690395,0.7777882160330215,0.5164572186199785,file,1.527277140445318
0.107718,0.586286,0.175377,0.303162,0.560604,0.684376,0.4790359561505474,week-4,1.4166142691064612
0.1759775366488313,0.6244164970552419,0.295541983522259,0.4695527590211096,0.09776977047772617,0.7281410813045498,0.4753955163956208,file,1.4058486912068542
0.090408,0.599655,0.299291,0.287006,0.599215,0.826037,0.33553729563585927,week-6,0.9922572924061877
0.41762629271823204,0.06409998138921869,0.2456687739007659,0.5590407960737909,0.19153138403844328,0.2546409230877973,0.2748925084715891,file,0.8129173707556501
0.6302176411815951,0.8380968963061266,0.6800130516496496,0.7318950900926644,0.5267367145175407,0.3484292133580069,0.27304680126759867,file,0.8074592101975652
0.9424508393797228,0.3774396214241422,0.4861223262441836,0.22879108306138052,0.08263174710408516,0.7119575508609557,0.26840031693744637,file,0.7937185380856691
0.7226152153368091,0.011812836708676278,0.06364591290841193,0.16517310603711322,0.07924414600207474,0.3599516573745739,0.20630969795359433,file,0.6101029749930846
0.6868525698557914,0.041017207781653076,0.007573010669658098,0.2850089958322135,0.6915684836560828,0.6555428970136261,0.10050661080108167,file,0.2972200670372981
0.4768231286900887,0.3409419502762441,0.014335232417323152,0.8801395630913645,0.9986546964586872,0.0796640185732378,0.0954111589101041,file,0.2821516994886295
0.19525188113467162,0.07922665059137424,0.5545804616685562,0.17056681968240583,0.014944176429292355,0.10703171010323376,0.09264495494793601,file,0.2739714283550058
0.1701672149285107,0.03237221842852421,0.33095432801785507,0.2726009261576275,0.031284082758353746,1.076437625871172,0.08577517497149781,week-x,0.2536559839394184
0.7649191728046694,0.25588291701198074,0.6090842238764527,0.21807904189508076,0.3229427691734139,0.09579365511638072,0.08374657232015563,file,0.24765696147494315
0.528497327736147,0.45742435534127646,0.3600956902472011,0.36204550639420896,0.8168909784453008,0.6374763663139539,0.07351630421016164,file,0.21740381743569331
0.7262856636678173,0.46489580525881,0.9245705141349381,0.807245395137576,0.6354383951825947,0.14341787438449227,0.06676324688193327,file,0.1974335474623559
0.1701672149285107,0.03237221842852421,0.33095432801785507,0.2726009261576275,0.031284082758353746,1.076437625871172,0.06604723794288689,week-x,0.19531615216699705
0.11886697487294917,0.6150549401610158,0.905816385208328,0.8553003035780179,0.41363142879453507,0.5852356278450974,0.06142430250355775,file,0.181645119284335
0.1701672149285107,0.03237221842852421,0.33095432801785507,0.2726009261576275,0.031284082758353746,1.076437625871172,0.05009764829309901,week-x,0.14814972135072355
0.3198104328384902,0.52009758758482,0.2906777543222766,0.8767066778579525,0.4950346891082852,0.6190824996433428,0.0421183545380621,file,0.12455320162053239
0.7899425542216801,0.19554500526335772,0.5756233261057669,0.07365918727355969,0.2590491743381623,0.05109986421364299,0.03356493603703717,file,0.09925886923771828
0.0,0.99097,0.990603,0.0,0.0,1.017683,0.028769356636723045,week-5,0.08507729033973886
0.8062820836261164,0.3241223746901364,0.7260760130795909,0.14871213154104346,0.7193764014954694,0.3628839783884743,0.021342522787312367,file,0.06311451558290705
0.541240780459459,0.6314031426898206,0.03190204632766469,0.4499815599100049,0.7986528164952386,0.6337042906107708,0.018209073006581165,file,0.053848218107906416
0.6423029815827472,0.8368745468225558,0.021792691485860827,0.10148800953865356,0.6830708282995157,0.6924164003473481,0.017869598722495817,file,0.052844318278143176
