compound-1,compound-2,compound-3,trans-side-effect,source,trans-side-effect-scaled
1.1630451883922555,0.01185365414315369,0.6857796759866178,1.7282330651193942,week-x,10.0
1.15887560410342,1.2229071064384236,0.40748567903316585,1.0698509903775473,week-x,6.190432366849994
0.4617610586702563,0.46770886978018095,0.45480105842314666,0.8700628351171049,week-x,5.034406832489326
0.97641074260135,1.2298234562674024,0.3040776010511909,0.2958292295817211,week-x,1.7117438356688532
1.1630451883922555,0.01185365414315369,0.6857796759866178,0.10912854170849731,week-x,0.6314457460108728
1.1630451883922555,0.01185365414315369,0.6857796759866178,0.08496423244117407,week-x,0.49162485174014625
0.4489,0.470829,0.414315,-0.02040441290319508,week-4,-0.11806516907362521
0.45,0.47,0.4,-0.029031619136784075,week-9,-0.16798439818519753
0.303031,0.242424,0.474748,-0.030680318237259866,week-2,-0.17752419425640562
0.49258141463713434,0.6115931882759961,0.3401763860035727,-0.034835313350078584,file,-0.2015660622004822
0.6000972824185008,0.7251357252228826,0.06608864149534865,-0.036377828071632486,file,-0.21049144820707003
0.394576,0.615328,0.367214,-0.037692123265023345,week-8,-0.21809629745985332
0.2205493370831766,0.2978252442230862,0.34355534441672586,-0.04694740582651916,file,-0.27164973737657205
0.13462166632061112,0.2199172404897456,0.45820621964922703,-0.04800758439218157,file,-0.2777842026119607
0.263346,0.138532,0.363743,-0.048179209676502605,week-3,-0.27877727054813733
0.9659948489488087,0.8611196897300882,0.5668291312870885,-0.05675837155397648,file,-0.3284185026864727
0.2421144606124933,0.6440742697791076,0.27243280919945523,-0.08796286022736445,file,-0.5089756815947019
0.17047699396968063,0.697032400686134,0.14916943370830027,-0.09418956091057398,file,-0.5450049695934207
0.6660136587669346,0.6719851513369297,0.2462952966705313,-0.10596503573558178,file,-0.6131408886582159
0.3455232705197697,0.9413598305723256,0.2693634790694064,-0.11062091307282658,file,-0.6400809896851752
0.464647,0.666667,0.171718,-0.11118571432117087,week-1,-0.6433490746428326
0.5349057202251034,0.39850091536763166,0.17338872894567725,-0.111414654295324,file,-0.6446737800820109
0.1715252068810621,0.3439168702758373,0.2487372010692387,-0.11212220046256897,file,-0.6487678237704766
0.6455028351793182,0.3971429395797703,0.9197713377032198,-0.11386851478863991,file,-0.6588724465862094
0.357938,0.038532,0.517008,-0.1175388643248932,week-5,-0.6801100308584426
0.046808949722497384,0.2313602407834674,0.7706175921643,-0.11804825644688696,file,-0.6830575043923931
0.137356,0.196578,0.292441,-0.12635616438454833,week-7,-0.7311291916279767
0.7469119451655177,0.28419630922573424,0.22629985488752546,-0.13146060864136055,file,-0.7606648159591753
1.063348,1.133355,0.01,-0.1383251424785816,week-11,-0.8003847702626004
0.11613,0.051462,0.314168,-0.1482910205289665,week-6,-0.85804989802531
0.151836632374168,0.43999061896644376,0.990881866558951,-0.3989255131463011,file,-2.308285388109627
0.476973,1.036177,1.08545,-0.751389275062385,week-10,-4.347731160961647
