hype-para--1,hype-para-2,hype-para-3,hype-para-4,opt-place-score,source,opt-place-score-scaled
0.02307132824658907,0.31145587024213606,0.66880547536695,0.7521159261409949,1.9557990177223235,week-x,10.0
0.343723470985617,0.34559054858089816,0.4828926484865493,0.38763366821369905,1.6580235681771276,week-x,8.477474183968157
0.513113722546891,0.3997985470417308,0.4028209307947782,0.1559172420062201,1.446789347533096,week-x,7.397433654599091
0.5522429811947521,0.478350948024004,0.4416572421454279,0.21379678902684138,0.282680402715876,week-x,1.4453448445079946
0.5522429811947521,0.478350948024004,0.4416572421454279,0.21379678902684138,0.282680402715876,week-x,1.4453448445079946
0.343723470985617,0.34559054858089816,0.4828926484865493,0.38763366821369905,0.021276974962774975,week-x,0.10878916887663452
0.343723470985617,0.34559054858089816,0.4828926484865493,0.38763366821369905,0.021276974962774975,week-x,0.10878916887663452
0.343723470985617,0.34559054858089816,0.4828926484865493,0.38763366821369905,0.01538598036399107,week-x,0.07866851463045121
0.343723470985617,0.34559054858089816,0.4828926484865493,0.38763366821369905,0.0013443721107608188,week-x,0.006873774342756559
0.5777656143780968,0.4287717415443063,0.4258258674882194,0.24900741466191134,-4.025542281908162,file,-20.582596910168267
0.572134,0.415866,0.465114,0.491781,-4.550362897100278,week-7,-23.26600461431626
0.469388,0.44898,0.469388,0.204082,-4.620232320523549,week-1,-23.62324696278946
0.573921,0.509823,0.408512,0.282146,-4.84733587428212,week-9,-24.784427389309208
0.515152,0.484848,0.363636,0.181819,-4.939960051262183,week-2,-25.258014788324935
0.515152,0.484848,0.363636,0.181819,-5.313374447160626,week-3,-27.167282522457008
0.3260757847990565,0.47236690365870715,0.45319199560129586,0.10588733843025877,-6.702089254839066,file,-34.26778106599193
0.343612,0.592249,0.651353,0.444513,-7.221570128386034,week-5,-36.923886672139254
0.445393,0.174795,0.339088,0.116347,-7.6005772787938355,week-6,-38.86175015899786
0.562431,0.218906,0.624578,0.326147,-7.6909155928365855,week-8,-39.32364994125644
0.28213836819277516,0.5059869120612994,0.5305308425014074,0.09630162301775336,-7.9667753510303925,file,-40.73412083163999
0.1248711812207095,0.12977019306510673,0.38440048300130336,0.28707610106061277,-10.069633426012889,file,-51.48603376301795
0.1703473054043091,0.7569590826298485,0.2765204860603998,0.5312314975365982,-11.565741989583191,file,-59.13563655969301
0.25094624275233424,0.03369313054735357,0.14538002473552147,0.49493242056497855,-11.699932463834426,file,-59.82175242863086
0.2477082618994807,0.060445427321989764,0.04218634513719777,0.44132425054403157,-12.68168497681565,file,-64.84145283795283
0.6260705961944015,0.5867512592598441,0.4388057821707446,0.7788576937904925,-12.741765988316185,file,-65.14864703815498
0.21691118811255716,0.16608582897898938,0.24137225639083593,0.7700624756956358,-12.758324216781741,file,-65.23330925710239
0.111733,0.041201,0.540545,0.286416,-12.867749036987885,week-4,-65.7927983416893
0.7386130139763387,0.48210263436120226,0.7093664425017454,0.503970013890856,-13.122782331852594,file,-67.09678352909222
0.7328124260168783,0.14524997897358805,0.47681271763115285,0.13336573404584584,-13.527648872277506,file,-69.16686607211554
0.03782482853334601,0.6648533464557935,0.1619821750221554,0.2539237802262948,-13.702746938161251,file,-70.06214244917221
0.8893563957199797,0.49958785537696504,0.5392688577643431,0.5087834390633533,-14.601396631953161,file,-74.65693816002421
0.8013027073487429,0.5002310937156627,0.7066445599562093,0.19510284101191622,-15.487082537755288,file,-79.18545002538744
0.7467022420948025,0.7570915044306501,0.3693530595537917,0.20656628103766395,-16.02639976898352,file,-81.94297892452917
0.34696206091432413,0.006250400244917853,0.7605636064368956,0.6130235572343078,-16.053765110568296,file,-82.0828979107686
0.21973442915914299,0.8320313351480582,0.4828641624528299,0.08256923057524457,-16.50715856428234,file,-84.40109855206993
0.6551154792459779,0.07239182690482326,0.6871517458198465,0.08151656419033015,-16.679115197479913,file,-85.28031278440875
0.400665027194423,0.07257425107127335,0.8867682538447798,0.24384228978922717,-17.049234647535723,file,-87.17273346108361
0.48859418950356637,0.2119650955674609,0.9391779073552307,0.37619172590371996,-17.81799933882949,file,-91.10342717924004
0.38748783671725395,0.8045322581845359,0.7517954827501873,0.7238274385488449,-19.441557624451722,file,-99.40468038015938
0.6649553897315406,0.04656627674464964,0.11677746938768019,0.7937177796214518,-19.98949792679556,file,-102.20629904025031
0.8969810543559719,0.7256279703482243,0.17540430890241154,0.7016943693717497,-22.108287785435817,file,-113.03967117839439
0.854810796763389,0.4939646196379057,0.7353099749980351,0.808092012668331,-23.139428397634813,file,-118.31189292948125
0.16713048556058774,0.8765545582566224,0.21723954496692865,0.9598009845510594,-26.561820829779602,file,-135.81058477426203
0.8596569193380881,0.9195923219593923,0.2061387278543615,0.09779683100452252,-26.857786437773637,file,-137.3238568707922
0.9571352930644363,0.5976443830130996,0.7661138515714809,0.7762099053238541,-27.316396356142608,file,-139.66872929486706
0.9856218929694016,0.6669326785131365,0.15678328252958762,0.8565348006982442,-28.90327367383377,file,-147.78243271383695
0.6834863848727072,0.9027701030814779,0.3354198256002018,0.9994825612275692,-29.427091401989347,file,-150.46071265676076
0.9483893624466845,0.8945130079782345,0.8516378174441099,0.5521962863978067,-32.625660215962455,file,-166.81499438504432
