Inputs shape: (49, 8)
Outputs shape: (49,)
First 20 rows of raw data:
    hype-para-1  hype-para-2  hype-para-3  hype-para-4  hype-para-5  hype-para-6  hype-para-7  hype-para-8    output  source
48     0.150000     0.150000     0.050000     0.050000     0.350000     0.750000     0.500000     0.850000  9.615800  week-9
41     0.121212     0.121212     0.000000     0.000000     0.363636     0.727273     0.484849     0.848484  9.609759  week-2
14     0.056447     0.065956     0.022929     0.038786     0.403935     0.801055     0.488307     0.893085  9.598482    file
47     0.045306     0.045319     0.045319     0.033695     0.337741     0.771663     0.496881     0.775992  9.588003  week-8
42     0.043751     0.045306     0.045319     0.033695     0.337741     0.771663     0.496881     0.775992  9.587655  week-3
45     0.010000     0.661416     0.010000     0.212650     0.889104     0.671374     0.010000     0.450308  9.567349  week-6
40     0.000000     0.125000     0.000000     0.000000     0.375000     0.750000     0.500000     0.875000  9.565800  week-1
46     0.138474     0.190151     0.378834     0.303465     1.057490     0.950823     0.074575     0.795668  9.514437  week-7
26     0.192640     0.630677     0.416796     0.490529     0.796086     0.654567     0.276241     0.295518  9.344274    file
44     0.000000     0.000000     0.000000     0.845416     0.918723     0.589616     0.000000     0.000000  9.292118  week-5
39     0.481245     0.102461     0.219486     0.677322     0.247509     0.244341     0.163825     0.715962  9.183005    file
22     0.145120     0.119328     0.420888     0.387609     0.155423     0.875172     0.510560     0.728611  9.141639    file
43     0.480871     0.190087     0.193605     0.710357     0.197956     0.208186     0.219257     0.503654  9.114077  week-4
19     0.044329     0.013581     0.258198     0.577644     0.051280     0.158563     0.591030     0.077953  9.013075    file
12     0.143550     0.937415     0.232325     0.009043     0.414579     0.409325     0.553779     0.205841  8.976554    file
25     0.028947     0.028279     0.481372     0.613175     0.672660     0.022113     0.601483     0.524885  8.830745    file
23     0.338954     0.566932     0.376751     0.098916     0.659452     0.245548     0.762483     0.732153  8.817558    file
4      0.359909     0.249076     0.495997     0.709215     0.114987     0.289207     0.557295     0.593882  8.606117    file
5      0.778818     0.003419     0.337983     0.519528     0.820907     0.537247     0.551347     0.660032  8.541748    file
35     0.472071     0.168203     0.086428     0.452656     0.480619     0.622439     0.928974     0.112536  8.472936    file
Creating utilities and trainer...
Optimization direction: max
Objective mode: raw
Running Bayesian optimisation flow with config: {"optimization_direction": "max", "methods": ["EI", "UCB"], "xi_values": [0.0, 0.1, 0.2, 0.3], "kappa_values": [1.0, 2.0, 3.0], "grid_sizes": [10000], "apply_scaling": true, "sample_strategy": "sobol", "filter_mode": null, "filter_training_mode": null, "filter_strategy": null, "downsample_grid": false, "downsample_stride": 6}
/Users/ajay.amrite/Documents/AI Course/Capstone/Black-Box functions/models/SurrogateNN.py:117: UserWarning: std(): degrees of freedom is <= 0. Correction should be strictly less than the reduction factor (input numel divided by output numel). (Triggered internally at /Users/runner/work/_temp/anaconda/conda-bld/pytorch_1711403226260/work/aten/src/ATen/native/ReduceOps.cpp:1760.)
  "std": param.data.std().item()
Epoch 1/500, Train Loss: 1.052786, Val Loss: 1.267798
Epoch 50/500, Train Loss: 0.054173, Val Loss: 0.235116
Early stopping at epoch 87, best val_loss=0.029715
/opt/anaconda3/envs/tf-macos/lib/python3.10/site-packages/scipy/stats/_qmc.py:958: UserWarning: The balance properties of Sobol' points require n to be a power of 2.
  sample = self._random(n, workers=workers)
sample_strategy=sobol, Final sample shape: (10000, 8)
⚠️ No filtering applied to candidate grid
Total number of points to evaluate: 7
{'method': 'EI', 'xi': 0.0, 'kappa': None, 'x': array([0.09168801, 0.08269189, 0.46789951, 0.01420267, 1.09727964,
       1.02253996, 0.11460104, 0.89526416]), 'score': 0.3542108834053792, 'dim': 8, 'predicted_y': 9.959863}
{'method': 'EI', 'xi': 0.1, 'kappa': None, 'x': array([0.09168801, 0.08269189, 0.46789951, 0.01420267, 1.09727964,
       1.02253996, 0.11460104, 0.89526416]), 'score': 0.2764565560455777, 'dim': 8, 'predicted_y': 9.959863}
{'method': 'EI', 'xi': 0.2, 'kappa': None, 'x': array([0.04759639, 0.02801581, 0.78135506, 0.0387034 , 1.07239095,
       0.92674972, 0.02872895, 0.48532135]), 'score': 0.21529246905395644, 'dim': 8, 'predicted_y': 9.773081}
{'method': 'EI', 'xi': 0.3, 'kappa': None, 'x': array([0.25997064, 0.07365307, 0.07294946, 0.08002956, 1.11101264,
       0.13899072, 0.25189203, 0.45876469]), 'score': 0.17710228687721835, 'dim': 8, 'predicted_y': 9.443705}
{'method': 'UCB', 'xi': None, 'kappa': 1.0, 'x': array([0.04759639, 0.02801581, 0.78135506, 0.0387034 , 1.07239095,
       0.92674972, 0.02872895, 0.48532135]), 'score': 2.1362606972512723, 'dim': 8, 'predicted_y': 9.773081}
{'method': 'UCB', 'xi': None, 'kappa': 2.0, 'x': array([0.25997064, 0.07365307, 0.07294946, 0.08002956, 1.11101264,
       0.13899072, 0.25189203, 0.45876469]), 'score': 3.0374623042139586, 'dim': 8, 'predicted_y': 9.443705}
{'method': 'UCB', 'xi': None, 'kappa': 3.0, 'x': array([0.25997064, 0.07365307, 0.07294946, 0.08002956, 1.11101264,
       0.13899072, 0.25189203, 0.45876469]), 'score': 3.943420395522293, 'dim': 8, 'predicted_y': 9.443705}
🔍 Best candidate (highest acquisition score):
Method: UCB
kappa: 3.0
Dimensions: 8
x: [0.259971, 0.073653, 0.072949, 0.08003 , 1.111013, 0.138991, 0.251892,
 0.458765]
Score: 3.943420
Base dataframe built with shape: (49, 10)

=== Results for grid_size=10000 ===
Saved dataframe to: results/run_2025-12-29 15-45-16/df_grid_10000_stride6_None_max_raw_lr0.001_ep600.csv
Best candidate: {'method': 'UCB', 'xi': None, 'kappa': 3.0, 'x': array([0.25997064, 0.07365307, 0.07294946, 0.08002956, 1.11101264,
       0.13899072, 0.25189203, 0.45876469]), 'score': 3.943420395522293, 'dim': 8, 'predicted_y': 9.443705}
    hype-para-1  hype-para-2  hype-para-3  hype-para-4  hype-para-5  hype-para-6  hype-para-7  hype-para-8    output  source  output-scaled
0      0.150000     0.150000     0.050000     0.050000     0.350000     0.750000     0.500000     0.850000  9.615800  week-9      10.000000
1      0.121212     0.121212     0.000000     0.000000     0.363636     0.727273     0.484849     0.848484  9.609759  week-2       9.993718
2      0.056447     0.065956     0.022929     0.038786     0.403935     0.801055     0.488307     0.893085  9.598482    file       9.981990
3      0.045306     0.045319     0.045319     0.033695     0.337741     0.771663     0.496881     0.775992  9.588003  week-8       9.971092
4      0.043751     0.045306     0.045319     0.033695     0.337741     0.771663     0.496881     0.775992  9.587655  week-3       9.970731
5      0.010000     0.661416     0.010000     0.212650     0.889104     0.671374     0.010000     0.450308  9.567349  week-6       9.949613
6      0.000000     0.125000     0.000000     0.000000     0.375000     0.750000     0.500000     0.875000  9.565800  week-1       9.948002
7      0.138474     0.190151     0.378834     0.303465     1.057490     0.950823     0.074575     0.795668  9.514437  week-7       9.894587
8      0.192640     0.630677     0.416796     0.490529     0.796086     0.654567     0.276241     0.295518  9.344274    file       9.717625
9      0.000000     0.000000     0.000000     0.845416     0.918723     0.589616     0.000000     0.000000  9.292118  week-5       9.663385
10     0.481245     0.102461     0.219486     0.677322     0.247509     0.244341     0.163825     0.715962  9.183005    file       9.549913
11     0.145120     0.119328     0.420888     0.387609     0.155423     0.875172     0.510560     0.728611  9.141639    file       9.506894
12     0.480871     0.190087     0.193605     0.710357     0.197956     0.208186     0.219257     0.503654  9.114077  week-4       9.478231
13     0.044329     0.013581     0.258198     0.577644     0.051280     0.158563     0.591030     0.077953  9.013075    file       9.373193
14     0.143550     0.937415     0.232325     0.009043     0.414579     0.409325     0.553779     0.205841  8.976554    file       9.335213
15     0.028947     0.028279     0.481372     0.613175     0.672660     0.022113     0.601483     0.524885  8.830745    file       9.183578
16     0.338954     0.566932     0.376751     0.098916     0.659452     0.245548     0.762483     0.732153  8.817558    file       9.169865
17     0.359909     0.249076     0.495997     0.709215     0.114987     0.289207     0.557295     0.593882  8.606117    file       8.949975
18     0.778818     0.003419     0.337983     0.519528     0.820907     0.537247     0.551347     0.660032  8.541748    file       8.883034
19     0.472071     0.168203     0.086428     0.452656     0.480619     0.622439     0.928974     0.112536  8.472936    file       8.811473
20     0.009077     0.811626     0.520520     0.075687     0.265112     0.091652     0.592415     0.367320  8.459482    file       8.797481
21     0.532820     0.862308     0.538267     0.049443     0.719701     0.906706     0.108231     0.525348  8.421759    file       8.758251
22     0.506028     0.653730     0.363411     0.177981     0.093728     0.197425     0.755827     0.292472  8.284008    file       8.614996
23     0.394865     0.331802     0.740754     0.697862     0.737404     0.783777     0.254495     0.871146  8.278062    file       8.608813
24     0.862437     0.482734     0.281869     0.544102     0.887490     0.382655     0.601902     0.476462  8.159983    file       8.486016
25     0.532721     0.833693     0.071399     0.116811     0.730693     0.937376     0.866508     0.127902  8.042213    file       8.363540
26     0.856007     0.638894     0.326192     0.668503     0.240298     0.210299     0.167546     0.963590  7.977685    file       8.296434
27     0.761137     0.854672     0.382124     0.337352     0.689708     0.309853     0.631380     0.041956  7.957875    file       8.275832
28     0.382225     0.557136     0.853102     0.333796     0.265721     0.480873     0.237647     0.768632  7.923759    file       8.240353
29     0.112071     0.437736     0.596599     0.592776     0.226982     0.410105     0.921238     0.674753  7.854541    file       8.168370
30     0.447096     0.843953     0.729546     0.639151     0.409287     0.132646     0.035909     0.446838  7.692368    file       7.999717
31     0.810032     0.635046     0.269548     0.869605     0.661922     0.252259     0.765670     0.890549  7.460872    file       7.758972
32     0.796253     0.007037     0.355697     0.487566     0.740520     0.706650     0.992914     0.381734  7.436594    file       7.733723
33     0.680294     0.255105     0.862188     0.134396     0.326329     0.287907     0.435010     0.364200  7.433744    file       7.730760
34     0.604994     0.292215     0.908453     0.355506     0.201669     0.575338     0.310311     0.734281  7.398721    file       7.694338
35     0.769917     0.458759     0.559000     0.694604     0.503199     0.728346     0.784254     0.663131  7.379083    file       7.673915
36     0.908649     0.062250     0.238260     0.766604     0.132336     0.990244     0.688068     0.742496  7.327435    file       7.620203
37     0.778345     0.751146     0.314142     0.902986     0.335382     0.386323     0.748972     0.988755  7.310894    file       7.603001
38     0.586371     0.880736     0.745021     0.546035     0.009649     0.748992     0.230907     0.097916  7.299872    file       7.591539
39     0.351512     0.590065     0.909436     0.678408     0.212826     0.088460     0.410153     0.195724  7.131624    file       7.416569
40     0.985945     0.873054     0.070393     0.053587     0.734153     0.520259     0.811040     0.103360  7.113457    file       7.397676
41     0.178007     0.566223     0.994862     0.210325     0.320153     0.707909     0.635384     0.107132  7.005227    file       7.285122
42     0.943185     0.218851     0.721184     0.424597     0.986902     0.535183     0.714743     0.960094  6.887846    file       7.163051
43     0.791888     0.576191     0.694528     0.283424     0.136755     0.279162     0.842767     0.625328  6.791986    file       7.063360
44     0.735904     0.034612     0.728030     0.147427     0.295743     0.445117     0.975180     0.374340  6.767963    file       7.038377
45     0.176150     0.293961     0.975680     0.793936     0.923401     0.030842     0.803255     0.595898  6.451943    file       6.709731
46     0.964573     0.973980     0.663753     0.662216     0.673122     0.905238     0.458875     0.560918  6.402588    file       6.658404
47     0.898887     0.523642     0.876783     0.218696     0.900261     0.282766     0.911078     0.472398  5.841067    file       6.074448
48     0.984933     0.699506     0.998885     0.180148     0.580143     0.231087     0.490827     0.313683  5.592193    file       5.815630
49     0.259971     0.073653     0.072949     0.080030     1.111013     0.138991     0.251892     0.458765  3.943420  week-x       4.100980
50     0.259971     0.073653     0.072949     0.080030     1.111013     0.138991     0.251892     0.458765  3.037462  week-x       3.158824
51     0.047596     0.028016     0.781355     0.038703     1.072391     0.926750     0.028729     0.485321  2.136261  week-x       2.221615
52     0.091688     0.082692     0.467900     0.014203     1.097280     1.022540     0.114601     0.895264  0.354211  week-x       0.368363
53     0.091688     0.082692     0.467900     0.014203     1.097280     1.022540     0.114601     0.895264  0.276457  week-x       0.287502
54     0.047596     0.028016     0.781355     0.038703     1.072391     0.926750     0.028729     0.485321  0.215292  week-x       0.223894
