compound-1,compound-2,compound-3,trans-side-effect,source,trans-side-effect-scaled
0.4769725965200762,1.0361771178558818,1.085450299390313,1.7250441412455222,week-x,10.0
0.01,1.0361771178558818,1.085450299390313,1.0951460583610966,week-x,6.348510349250399
0.01,1.0361771178558818,1.085450299390313,0.15624772854848074,week-x,0.9057607559866045
0.01,1.0361771178558818,1.085450299390313,0.12074531047109993,week-x,0.6999549030897203
0.01,1.0361771178558818,1.085450299390313,0.050685975296273736,week-x,0.2938242221423811
0.01,1.0361771178558818,1.085450299390313,0.03688829293106441,week-x,0.21383970444043363
0.4489,0.470829,0.414315,-0.02040441290319508,week-4,-0.11828342484304556
0.45,0.47,0.4,-0.029031619136784075,week-9,-0.16829493485205874
0.303031,0.242424,0.474748,-0.030680318237259866,week-2,-0.17785236623051257
0.49258141463713434,0.6115931882759961,0.3401763860035727,-0.034835313350078584,file,-0.2019386780730531
0.6000972824185008,0.7251357252228826,0.06608864149534865,-0.036377828071632486,file,-0.21088056358585028
0.394576,0.615328,0.367214,-0.037692123265023345,week-8,-0.21849947119503127
0.2205493370831766,0.2978252442230862,0.34355534441672586,-0.04694740582651916,file,-0.2721519102266104
0.13462166632061112,0.2199172404897456,0.45820621964922703,-0.04800758439218157,file,-0.2782977156603017
0.263346,0.138532,0.363743,-0.048179209676502605,week-3,-0.2792926193860529
0.9659948489488087,0.8611196897300882,0.5668291312870885,-0.05675837155397648,file,-0.32902561851545203
0.2421144606124933,0.6440742697791076,0.27243280919945523,-0.08796286022736445,file,-0.5099165761860054
0.17047699396968063,0.697032400686134,0.14916943370830027,-0.09418956091057398,file,-0.5460124680784512
0.6660136587669346,0.6719851513369297,0.2462952966705313,-0.10596503573558178,file,-0.6142743434905529
0.3455232705197697,0.9413598305723256,0.2693634790694064,-0.11062091307282658,file,-0.6412642461018747
0.464647,0.666667,0.171718,-0.11118571432117087,week-1,-0.6445383724551662
0.5349057202251034,0.39850091536763166,0.17338872894567725,-0.111414654295324,file,-0.6458655267504054
0.1715252068810621,0.3439168702758373,0.2487372010692387,-0.11212220046256897,file,-0.6499671387052979
0.6455028351793182,0.3971429395797703,0.9197713377032198,-0.11386851478863991,file,-0.6600904409693782
0.357938,0.038532,0.517008,-0.1175388643248932,week-5,-0.6813672851294541
0.046808949722497384,0.2313602407834674,0.7706175921643,-0.11804825644688696,file,-0.6843202073754087
0.137356,0.196578,0.292441,-0.12635616438454833,week-7,-0.7324807601347304
0.7469119451655177,0.28419630922573424,0.22629985488752546,-0.13146060864136055,file,-0.7620709841456168
0.11613,0.051462,0.314168,-0.1482910205289665,week-6,-0.8596360926851235
0.151836632374168,0.43999061896644376,0.990881866558951,-0.3989255131463011,file,-2.312552494211931
