var-1,var-2,var-3,var-4,yield,source,yield-scaled
0.263058,0.96254,0.979484,1.057644,4564.328857219503,week-5,10.000000000000002
0.272727,0.848484,0.848485,0.818182,1118.8725469008125,week-3,2.45134078174728
0.22418902330288348,0.8464804904862864,0.8794841797090803,0.8785156842249731,1088.8596181962705,file,2.3855853779553953
0.183674,0.857143,0.816327,0.877551,872.3074873002278,week-1,1.9111407494674253
0.272727,0.848484,0.848485,0.818182,743.1182481623213,week-2,1.628099708431206
0.11987922582428101,0.8625403059525095,0.6433313263318788,0.8498038287021323,431.6127567592104,file,0.9456215147086053
0.242085,0.848724,0.469207,0.893286,386.6818739904094,week-4,0.8471823264416758
0.4389333758453766,0.7740917616539319,0.37816708638741714,0.933696206815422,355.8068177560159,file,0.779538085195654
0.8364779930351233,0.19360964686178006,0.6638926969585176,0.7856488828898288,258.3705254462536,file,0.5660646581974107
0.46344226738528294,0.630024510146729,0.10790645581865044,0.957643898670113,233.22361017104996,file,0.5109702159215694
0.35235626946595233,0.32224153197183136,0.11697936758857319,0.4731125215557709,109.5718755614928,file,0.2400613080018993
0.5111417749497505,0.8179569972191587,0.7287104181315311,0.1123536230961304,79.72912992694343,file,0.1746787587420088
0.6834322498676915,0.11866264178849073,0.8290459096967396,0.5675766059352313,78.43438888779464,file,0.1718421072218168
0.1914470844571281,0.03819337135150802,0.6074178108720669,0.4145841369758819,64.443439863301,file,0.14118930050662176
0.5839734124984879,0.1472426461525712,0.34809746209352754,0.4286146510285499,64.42014681963983,file,0.1411382677165012
0.3068887187315784,0.3168781265532129,0.6226344812966896,0.09539905810631732,63.47671578508436,file,0.13907130220181613
0.553621479516824,0.6673499787364745,0.3238058191550842,0.8148697537245304,57.57153693261287,file,0.12613363044941572
0.35548160950061236,0.639619366711706,0.41761767886414536,0.12260383967133603,45.181570346703786,file,0.09898842033531188
0.7252617231526987,0.47987048629522777,0.08894684260658514,0.7597602201100938,28.866751637393822,file,0.06324424146549963
0.6774911484129013,0.3585095065455117,0.47959222446529515,0.07288048110014078,24.423088313942344,file,0.05350860789820565
0.7586529492430261,0.5365177380716337,0.6560003817255494,0.36034155302921755,18.30137959857266,file,0.04009654030433182
0.12688467007850324,0.15342962125134962,0.770162187580243,0.19051810509577394,9.972331894593824,file,0.021848407962148386
0.15378570594381347,0.7293816904129607,0.4225984366784806,0.4430741656488165,8.847991759070865,file,0.019385088226225845
0.7060508340594309,0.5341919611519633,0.2642433451718953,0.48208754903709394,4.210898128938665,file,0.009225667695433891
0.9118713147207382,0.6550586714965198,1.013612628076908,1.125838267948997,2.553568646372927,week-x,0.005594620208694843
0.9118713147207382,0.6550586714965198,1.013612628076908,1.125838267948997,1.8778081834724034,week-x,0.0041140948477063205
0.8195962710417943,0.5795991662180975,1.050207834700848,1.125838267948997,1.2150742281262645,week-x,0.0026621092961002448
0.43834987265310876,0.8043397048222797,0.21024526639869967,0.15129481609432094,0.1129397953712203,file,0.0002474400922987415
0.05063757371726228,0.16457188718677487,1.050207834700848,1.125838267948997,8.469558728944653e-09,week-x,1.8555978313324552e-11
0.05063757371726228,0.16457188718677487,1.050207834700848,1.125838267948997,4.248410721780548e-09,week-x,9.307854132948242e-12
0.05063757371726228,0.16457188718677487,1.050207834700848,1.125838267948997,1.085945591487772e-09,week-x,2.379201029238082e-12
0.05063757371726228,0.16457188718677487,1.050207834700848,1.125838267948997,8.737807279220811e-10,week-x,1.914368476189007e-12
0.05063757371726228,0.16457188718677487,1.050207834700848,1.125838267948997,5.346961553070711e-10,week-x,1.171467201495199e-12
0.05063757371726228,0.16457188718677487,1.050207834700848,1.125838267948997,1.0564062324619786e-10,week-x,2.3144831704907435e-13
